<h2>The answer might apply to other things when printing, like printouts - if you're using a printer that uses XSLT the next time you need it to display something. When you really need a page of information on the printer that uses any kind of data, <s href="http://en.wikipedia.

────────────────────────────────────────────────────────────────

  Ep 02 | step  29600 | loss 3.2010 | ppl    24.56 | lr 3.90e-05 | 18s elapsed
  Ep 02 | step  29800 | loss 3.1736 | ppl    23.89 | lr 3.88e-05 | 463s elapsed
  Ep 02 | step  30000 | loss 3.1722 | ppl    23.86 | lr 3.87e-05 | 909s elapsed
  Ep 02 | step  30200 | loss 3.1696 | ppl    23.80 | lr 3.86e-05 | 1355s elapsed
  Ep 02 | step  30400 | loss 3.1712 | ppl    23.84 | lr 3.84e-05 | 1800s elapsed
  Ep 02 | step  30600 | loss 3.1690 | ppl    23.78 | lr 3.83e-05 | 2246s elapsed
  Ep 02 | step  30800 | loss 3.1688 | ppl    23.78 | lr 3.81e-05 | 2691s elapsed
  Ep 02 | step  31000 | loss 3.1690 | ppl    23.78 | lr 3.80e-05 | 3137s elapsed
  Ep 02 | step  31200 | loss 3.1685 | ppl    23.77 | lr 3.79e-05 | 3582s elapsed
  Ep 02 | step  31400 | loss 3.1682 | ppl    23.76 | lr 3.77e-05 | 4028s elapsed
  Ep 02 | step  31600 | loss 3.1692 | ppl    23.79 | lr 3.76e-05 | 4473s elapsed
  Ep 02 | step  31800 | loss 3.1698 | ppl    23.80 | lr 3.74e-05 | 4919s elapsed
  Ep 02 | step  32000 | loss 3.1702 | ppl    23.81 | lr 3.73e-05 | 5364s elapsed
  Ep 02 | step  32200 | loss 3.1703 | ppl    23.81 | lr 3.71e-05 | 5809s elapsed
  Ep 02 | step  32400 | loss 3.1702 | ppl    23.81 | lr 3.70e-05 | 6255s elapsed
  Ep 02 | step  32600 | loss 3.1700 | ppl    23.81 | lr 3.68e-05 | 6700s elapsed
  Ep 02 | step  32800 | loss 3.1701 | ppl    23.81 | lr 3.67e-05 | 7146s elapsed
  Ep 02 | step  33000 | loss 3.1699 | ppl    23.80 | lr 3.66e-05 | 7592s elapsed
  Ep 02 | step  33200 | loss 3.1697 | ppl    23.80 | lr 3.64e-05 | 8037s elapsed
  Ep 02 | step  33400 | loss 3.1694 | ppl    23.79 | lr 3.63e-05 | 8482s elapsed
  Ep 02 | step  33600 | loss 3.1692 | ppl    23.79 | lr 3.61e-05 | 8927s elapsed
  Ep 02 | step  33800 | loss 3.1690 | ppl    23.78 | lr 3.60e-05 | 9373s elapsed
  Ep 02 | step  34000 | loss 3.1687 | ppl    23.78 | lr 3.58e-05 | 9818s elapsed
  Ep 02 | step  34200 | loss 3.1683 | ppl    23.77 | lr 3.57e-05 | 10263s elapsed
  Ep 02 | step  34400 | loss 3.1677 | ppl    23.75 | lr 3.55e-05 | 10709s elapsed
  Ep 02 | step  34600 | loss 3.1677 | ppl    23.75 | lr 3.54e-05 | 11154s elapsed
  Ep 02 | step  34800 | loss 3.1675 | ppl    23.75 | lr 3.52e-05 | 11599s elapsed
  Ep 02 | step  35000 | loss 3.1671 | ppl    23.74 | lr 3.51e-05 | 12045s elapsed
  Ep 02 | step  35200 | loss 3.1670 | ppl    23.74 | lr 3.49e-05 | 12490s elapsed
  Ep 02 | step  35400 | loss 3.1667 | ppl    23.73 | lr 3.48e-05 | 12936s elapsed
  Ep 02 | step  35600 | loss 3.1664 | ppl    23.72 | lr 3.46e-05 | 13381s elapsed
  Ep 02 | step  35800 | loss 3.1663 | ppl    23.72 | lr 3.45e-05 | 13826s elapsed
  Ep 02 | step  36000 | loss 3.1659 | ppl    23.71 | lr 3.43e-05 | 14272s elapsed
  Ep 02 | step  36200 | loss 3.1656 | ppl    23.70 | lr 3.42e-05 | 14717s elapsed
  Ep 02 | step  36400 | loss 3.1654 | ppl    23.70 | lr 3.40e-05 | 15163s elapsed
  Ep 02 | step  36600 | loss 3.1651 | ppl    23.69 | lr 3.39e-05 | 15608s elapsed
  Ep 02 | step  36800 | loss 3.1650 | ppl    23.69 | lr 3.37e-05 | 16053s elapsed
